Blood Bank Name,Address,City,State,Contact ,Helpline
Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank,"Basement Puspadev Appartment, Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli ",,Maharashtra,0251 2442283,1
"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank","Nerul, Thane",Nerul,Maharashtra,,1
Tarapur Atomic Power Station Hospital Blood Bank,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar ",Palghar,Maharashtra,02525 264001,1
Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601
",Thane,Maharashtra,"022 25472582, 022 25471409, 022 25471409",1
Central Hospital Blood Bank,"Ulhasnagar, Central Hospital, Nehru Chowk Road, Ulhasnagar",Thane,Maharashtra,"0251 2709432, 0251 2708730",1
JVP Blood Bank and Transfusion Centre Blood Bank,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai",Thane,Maharashtra,"022 27894490, 022 67912094",1
Sankalp Blood Bank,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W)",Thane,Maharashtra,"0251 2300096, 0251 2203974",1
Jupiter Hospital Blood Bank,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W)  ",Thane,Maharashtra,"022 21725521, 022 21725555, 022 25853320",1
Plasma Diagnostic Lab and Blood Bank,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E)",Thane,Maharashtra,"0251 2802491, 0251 2453568, 0251 2438078",1
Vaidhya Blood Bank,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W)",Thane,Maharashtra,"022 25380787, 022 25411773",1
Mahatma Gandhi Mission Medical College and Hospital Blood Bank,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai",Thane,Maharashtra,"022 27863483, 022 27427905, 022 27420320",1
Navjeevan Blood Bank,"Gokhale Road, Naupada, Near Dr.Mhaskar&#39;s Hospital, Thane (W)",Thane,Maharashtra,"022 25400425, 022 25339495                ",1
Sarla Blood Bank,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W)",Thane,Maharashtra,"0250 2332684, 0250 2349950, 0250 3256565, 0250 2332425",1
Tssia Blood Bank,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W) ",Thane,Maharashtra,"022 25803263, 022 39410060, 022 25362283                       ",1
Katiya Charitable Trusts Bhiwandi Blood Bank,"271, Second Floor, Al-Hera Complex, Teen Batti Bhiwandi, Thane",Thane,Maharashtra,"02522 258065, 02522 221858, 02522 251614 ",1
Kai Wamanrao Oak Blood Bank,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane",Thane,Maharashtra,"022 25385248, 022 25392440",1
Blood Line Blood Bank,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W) ",Thane,Maharashtra,"022 25374000, 022 25375000, 022 25376000",1
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W) ",Thane,Maharashtra,0251 3266322,1
Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane ",Thane,Maharashtra,"02528 220478, 02528 220614",1
Sanjeevan Blood Bank ,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai ",Thane,Maharashtra,"022 27790286, 022 27790287, 022 27794582",1
Vijayee Blood Bank,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W) ",Thane,Maharashtra,"0250 2321050, 0250 6450250",1
Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",Thane,Maharashtra,022 64510666,1
"Maharashtra Blood Bank, Component and Apheresis Centre","C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane ",Thane,Maharashtra,"02525 251102, 02525 253102",1
Chidanand Charitable Trust Dombivali Blood Bank,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East) ",Thane,Maharashtra,0251 284393,1
Seva Blood Bank,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali ",Thane,Maharashtra,0251 2442283,1
Chhatrapati Shivaji Maharaj Hospital Blood Bank,"Thane Belapur Road, Kalwa, Thane",Thane,Maharashtra,"022 25347784, 022 25347785, 022 25347786,  022 25372777, 022 25347791",1
Navi Mumbai Municipal Corporation Blood Bank,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai",Thane,Maharashtra,"022 27888750, 022 27899906",1
Lokmanya TSSIA Blood Bank Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",Thane,Maharashtra,,1
M/s. Sadgurus Charitable Blood Bank,Thane,Thane,Maharashtra,,1
M/s. Triumph Foundations Triumph Blood Bank,Thane,Thane,Maharashtra,,1
Terna Blood Bank ,Thane,Thane,Maharashtra,,1
"District - Civil Surgeon, General Hospital Blood Bank Wardha","New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",Wardha,Maharashtra,"07152 245249, 07152 250624",1
Kasturba Health Society Blood Bank,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",Wardha,Maharashtra,"07152 284108, 07152 284333",1
Jawaharlal Nehru Medical College Blood Bank,"Savangi (Meghe), Paloti Road, Wardha",Wardha,Maharashtra,"07152 287877, 07152 287701, 07152 287706, 07152 287714, 07152 287711",1
"Civil Surgeon, General Hospital Blood Bank Washim","General Hospital Blood Bank, Near Akola Naka,  Washim ",Washim,Maharashtra,"07252 233066, 07252 233379",1
Sau Kantadevi Dale Blood Bank,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim ",Washim,Maharashtra,"07252 234343, 07252 235606",1
Shri Vasantrao Naik Blood Bank ,"Government Medical College and Hospital, Yavatmal",Yavatmal,Maharashtra,07232 242456,1
Laxmi Blood Bank,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",Yavatmal,Maharashtra,"07233 246775, 07233 246535, 07233 246535    ",1
Satyashanti Blood Bank,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",Yavatmal,Maharashtra,"07233 248095, 07233 246095 ",1
Aishwarya Blood Bank,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal",Yavatmal,Maharashtra,"07232 252500, 07232 242340         ",1
Shri Gajanan Blood Bank And Components,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s) ",Yavatmal,Maharashtra,07232 242985,1
Ekneel Blood Bank,"Near City Centre, Datta Chowk",Yavatmal,Maharashtra,07232 250111,1
District Hospital Blood Bank ,"Churachandpur District Hospital, IB Road, Hiangtam Lamka",Churachandpur ,Manipur,387423396,1
JNIMS Hospital Blood Bank and Transfusion Unit ,"JNIMS Hospital, 
Ryang Palli Road, Near TV Road
Porompat, Imphal East",Porompat,Manipur,"0385 2443142, 0385 2443144",1
Model Blood Bank - Department of IHBT,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal",Imphal,Manipur,0385 2411434,1
Shija Blood Bank and Transfusion Services   ,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal",Imphal,Manipur,0385 2055584,1
District Hospital Blood Bank and Transfusion Unit,"District Hospital, Khangbok, Maning Leikai, Manipur",Thoubal,Manipur,0384 8222214,1
Military Hospital Blood Bank,"Military Hospital, Rilbong, Shillong",Shillong,Meghalaya,"0364 2224300, 0364 2224302",1
Nazareth Hospital Blood Bank ,"Nazareth Hospital, Laitumkhrah, Shillong ",Shillong ,Meghalaya,0364 2224052,1
" Regional Blood Bank, East Khasi Hills - Pasteur Institute","Pasteur Institute, Pasteur Hill, Lawmali",Shillong,Meghalaya,0364 2591629,1
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences , Mawdiangdiang, Shillong",Shillong,Meghalaya,0364 2538063,1
Dr. H. Gordon Roberts Hospital Blood Bank,"Jaiaw, Shillong                               ",Shillong,Meghalaya,0364 2545826,1
Tura Civil Hospital Blood Bank,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station
",Tura,Meghalaya,03651 232043,1
Jowai Civil Hospital Blood Bank   ,"Jowai Civil Hospital, Durlong
Opp. Lower Primary School Panaliar,
Panaliar Towai",Jowai,Meghalaya,03652 20735,1
Civil Hospital Blood Bank Aizawl,"Block -B , Civil Hospital,
Near Millenium Centre,Aizawl
",Aizawl,Mizoram,0389 2341617,1
Synod Hospital Blood Bank Durtlang,"Blood Bank, Synod Hospital, Durtlang",Aizawl,Mizoram,0389 2361222,1
District Hospital Blood Bank Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai",Champhai,Mizoram,03831 234926,1
District Hospital Blood Bank Kolasib,"Blood Bank, District Hospital, Kolasib
Venglai, Kolasib, Hospital Road",Kolasib,Mizoram,03837 221930,1
District Hospital Blood Bank Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai",Lawngtlai,Mizoram,03835 232210,1
Civil Hospital Blood Bank,"Civil Hospital, Chanmari-2 Lunglei",Lunglei,Mizoram,0372 2324555,1
Christian Hospital Blood Bank Serkawn,"Christian Hospital, Serkawn",Serkawn,Mizoram,0372 2342268,1
District Hospital Blood Bank Mamit,"Blood Bank, District Hospital,Lungsir, Mamit",Mamit,Mizoram,0389 2565655,1
Civil Hospital Blood Bank Saiha,"District Hospital, New Saiha West, Saiha",Saiha,Mizoram,03835 222388,1
"J N Hospital Blood Bank,Serchhip","Blood Bank, District Hospital, Serchhip",Serchhip,Mizoram,03838 226184,1
District Hospital Blood Bank,"District Hospital Colony, Dimapur",Dimapur,Nagaland,,1
Military Hospital Blood Bank,"Army Supply Road, Signal Bosti, Dimapur",Dimapur,Nagaland,,1
Christian Institute of Health Sciences and Research Blood Bank,"Christian Institute of Health Sciences & Research, 
4th Mile, P.B. 31, P.O. ARTC, Dimapur",Dimapur,Nagaland,,1
Naga Hospital Authority Blood Bank,"Naga Hospital, NH 39, AH1, Kohima",Kohima,Nagaland,,1
General Hospital Blood Bank,"General Hospital, Kohima",Kohima,Nagaland,,1
Dr. Imkongliba Memorial District Hospital Blood Bank,"Dr. Imkongliba memorial District Hospital, Majakong Ward, Mokukchung",Mokokchung,Nagaland,,1
District Hospital Blood Bank,"Mon Civil Hospital, Tuensang-Mon Naginimora Road
Blood Bank",Mon ,Nagaland,,1
District Hospital Blood Bank,"District Hospital, Bethany 1 Colony, Phek town",Phek,Nagaland,,1
District Hospital Blood Bank,"Civil Hospital, Tuensang-Mon-Naginimora Road, Nagaland
Blood Bank",Tuensang,Nagaland,,1
District Hospital Blood Bank,"Wokha Civil Hospital, Wokha, Near NH 61",Wokha,Nagaland,,1
District Hospital Blood Bank,"District Hospital, South Point East, Near Sheipu, Zunhebeto
Blood Bank",Zunheboto,Nagaland,,1
"Odisha Red Cross Blood Bank, Angul","District Head Quarter Hospital, Angul
",Angul,Odisha,06764 230880,1
"Odisha Red Cross Blood Bank, SDH, Athamallik","Sub Divisional Hospital Athamallik, Badadamdasahi, Athamallik",Athamallik,Odisha,06763 254213,1
Nalco Hospital Blood Bank,"National Aluminium Company Ltd, Nalco Nagra, Angul",,Odisha,,1
Sub Divisional Hospital Talcher,"Sub-Divisional Hospital, Talcher, Angul",Talcher,Odisha,06760 242020,1
Neheru Satabdi (N.S) Central Hospital Blood Bank,"Neheru Shatabdi Hospital, MCL, AT/PO - Dera, Talcher",Talcher,Odisha,06760 267118,1
"Odisha Red Cross Blood Bank, Balangir","District Head Quarters Hospital Campus, Balangir
",Balangir,Odisha,6652230646,1
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji","Road No: 1, CHC Kantabanji , Balangir, Odisha",Kantabanji,Odisha,06657 220464,1
"Odisha Red Cross Blood Bank, Patnagarh","Sub Divisional Hospital Blood Bank Patnagarh , At/Po/Ps- Patnagarh",Patnagarh,Odisha,06658 222161,1
"Odisha Red Cross Blood Bank, SDH, Titlagarh                    ","Sub-Divisional Hospital,Titlagarh, At/Po/Ps- Titlagarh,  Balangir",Titlagarh,Odisha,06655 220318,1
"Odisha Red Cross Blood Bank, Balasore","District Head Quarters Hospital, Baleshwar",Balasore,Odisha,06782 241496,1
Jyoti Hospital Blood Bank,"Kuruda, Balasore",Kuruda,Odisha,"06782 256375, 06782 256376",1
"Odisha Red Cross Blood Bank, Nilagiri","Sud Divisional Hospital,  Nilagiri, At/Po/Ps-Nilagiri",Nilagiri,Odisha,06782-233237,1
"Odisha Red Cross Blood Bank, Baragarh","Distict Head Quarter Hospital, Bargarh",Bargarh,Odisha,06646 234104,1
"Catholic Mission Hospital Blood Bank, Bargarh","Bargarh-Bheden Rd, Tora, Ruhunia",Bargarh,Odisha,06646 230203,1
"Odisha Red Cross Blood Bank, SDH, Padampur","At-Padampur, Po-Rajborasambar,",Padampur,Odisha,06638 223490,1
"Odisha Red Cross Blood Bank, Bhadrak ","District Head Quarter Hospital, Bhadrak",Bhadrak,Odisha,06784 251817,1
"Odisha Red Cross Blood Bank, Boudh ","District Head Quarters Hospital, NH 224, Boudh",Boudh,Odisha,06841 222202,1
"Central Red Cross Blood Bank, Cuttack","Mangalabag, Medical Road, Cuttack",Cuttack,Odisha,0671 2302258,1
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,"Dock Road, Manglabag",Cuttack,Odisha,0671-2424202,1
"Odisha Red Cross Blood Bank, Deogarh","District Head Quarters Hospital, Deogarh
",Deogarh,Odisha,06641 226182,1
"Odisha Red Cross Blood Bank, Dhenkanal",District Head Quarters Hospital,Dhenkanal,Odisha,06762 221388,1
"Odisha Red Cross Blood, Paralakhemundi","District Hospital, Paralakhemundi,Gajapati",Gajapai,Odisha,"06815 222467, 06815 222787",1
Maharaja Krishna Chandra Gajapati Medical College Blood bank,"National Highway 59, Berhampur, Ganjam",Berhampur,Odisha,0680 2292534,1
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar",Sub Divisional Hospital Bhanjanagar,Bhanjanagar,Odisha,06821 240133,1
"Odisha Red Cross Blood Bank, Jagatsinghpur","District Head Quarters Hospital, Jagatsinghpur",Jagatsinghpur,Odisha,06724 221808,1
"Odisha Red Cross Blood Bank, Jajpur","District Head Quarters Hospital, Jajpur",Jaipur,Odisha,06728 225177,1
"Odisha Red Cross Blood Bank, CHC Jajpur road",CHC Jajpur Road,Jaipur Road,Odisha,06726  224957,1
"Odisha Red Cross Blood Bank, Jharsuguda","District Head Quarter Hospital, Near Hanuman Mandir, ",Jharsuguda,Odisha,06645 272180,1
"TRL Hospital, Belpahada","TRL Hospital, Belpahar, Jharsuguda, Odisha ",,Odisha,06645 258411,1
"Central Hospital (MCL), Brajaraj Nagar","Blood Bank, Central Hospital (MCL),Brajaraj Nagar, Jharsuguda",,Odisha,06760 269382,1
District Head Quarters Hospital Blood Bank Bhawanipatna,"Hospital Road, SH 44,",Bhawanipatna,Odisha,06670 234952,1
"Odisha Red Cross Blood Bank, SDH, Dharmagarh","Sub-Divisional Hospital, At/Po- Dharmagarh",Dharmagarh,Odisha,6672242077,1
Sardar Rajas Medical College Hospital Blood Bank,"Blood Bank, Sardar Rajas MCH, Bhawaniptna",,Odisha,06670 226701,1
"Odisha Red Cross Blood Bank, SDH, Baliguda","Sub-Divisional Hospital, Near SBI, Balliguda",Baliguda,Odisha,6846243195,1
"Odisha Red Cross Blood Bank, Kandhamal","District Head Quarter Hospital Phulbani, Kandhamal",Phulbani ,Odisha,06842 253006,1
District Head Quarters Hospital Blood Bank Kendrapara,"District Head Quarters Hospital Blood Bank, Kendrapara",,Odisha,06727 233334,1
"Odisha Red Cross Blood Bank, SDH, Anandapur","Sub Divisional Hospital, Anandapur, Ghasipura",Anandapur,Odisha,06731 221467,1
"Odisha Red Cross Blood Bank, SDH, Champua","Sub Divisional Hospital Champua, At/-SDH, Champua",Champua NAC,Odisha,06767 240898,1
"Tisco Hospital Blood Bank, Kendujhar","Tisco Hospital, Joda, Kendujhar",Joda,Odisha,06767 272010,1
" Odisha Red Cross Blood Bank, Kendujhar","District  Head Quarter Hospital,Kendujhar",Kendujhar,Odisha,06766 254380,1
Central Hospital Blood Bank Joda,"Blood Bank,Central  Hospital, Joda, Keonjhar",,Odisha,06767 272231,1
"Odisha Red Cross Blood Bank, Capital Hospital ","Capital Hospital, Udyan Marg, Unit-6, Ganga Nagar",Bhubaneswar,Odisha,0674 2394985,1
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital","OldTown, Samantarapur
",Bhubaneswar,Odisha,0674 2591206,1
Kalinga Hospital Limited Blood Bank,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar",Bhubaneswar,Odisha,"0674 2300570,  Extn.322",1
"Apollo Hospital Blood Bank, Bhubaneswar","Plot No. 251, Old Sainik School Road, Bhubaneswar, Opposite to Vanibihar",Bhubaneswar,Odisha,"0674 7150454, 06746661016",1
Hi-Tech Medical College & Hospital Blood Bank,"Pandra,Rasulgarh,Bhubaneshwar",Bhubaneswar,Odisha,"06743094253, 0674 2371217",1
Sum Hospital Blood Bank,"K-8, Kalinga Nagar ",Bhubaneswar,Odisha,"06746098855, 0674 2386281",1
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,"NALCO Nagar, Chandrasekharpur",Bhubaneswar,Odisha,"0674-2300570 (Ext-322), 0674 2725472",1
AMRI Hospital Blood Bank,"Plot No. 1, Near Jayadev Vatika Park, Khandagiri, ",Bhubaneswar,Odisha,0674 6666600,1
"Odisha Red Cross Blood Bank, Khurda","District Head Quarter Hospital, CDMO Campus, At/Po/Dt-Khordha
",Khordha,Odisha,06755 223978,1
NALCO Hospital Blood Bank,"Sector 3, Damanjodi",Damanjodi,Odisha,06852 254515,1
"Red Cross Blood Bank, SDH, Koraputk","Sub Divisional Hospital, Sardar Patel Marg",Jeypore,Odisha,06854 233600,1
"Odisha Red Cross Blood Bank, Koraput","District Head Quarter Hospital, Janiguda",Koraput,Odisha,06852 252101,1
Asha Kiran Society Blood Bank,"Lamtaput, Koraput",Lamtaput,Odisha,06868 272213,1
HAL Hospital Blood Bank,"Sunabeda, Koraput",Sunabeda,Odisha,"06853 220234, 06583 220572",1
"Odisha Red Cross Blood Bank, Malkangiri","District Head quarters Hospita Malkangiri, ",DNK Malkangiri,Odisha,06861 231200,1
"Odisha Red Cross Blood Bank, Baripada","District Head Quarters Hospital Baripada, Mayurbhanj",Baripada,Odisha,06792 254641,1
"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj","Sub Divisional Hospital, Karanjia (Post), Mayurbhanj",Karanjia,Odisha,06796 221832,1
"Odisha Red Cross Blood Bank, SDH, Rairangpur","Sub-Divisional Hspital, Rairangpur ",Rairangpur,Odisha,06794 22298,1
"Odisha Red Cross Blood Bank, SDH, Udala","Sub Divisional Hospital, Udala, Mayurbhanj",Udala,Odisha,06795 232288,1
"Odisha Red Cross Blood Bank, Nabarangpur","District Head Quarter Hospital, Miriganiguda",Nabarangpur,Odisha,6858222360,1
Christian Hospital Blood Bank Nabarangpur,"Christian Hospital, Nabarangpur, Mission Compound",Nabarangpur,Odisha,06858 222566,1
"Odisha Red Cross Blood Bank, Nayagarh ",District Head Quarter Hospital Nayagarh,Nayagarh,Odisha,06753 252410,1
Evangelical Hospital Blood Bank,"Gadramunda, Khariar",Khariar,Odisha,,1
"Odisha Red Cross Blood Bank, Nuapada","District Headquarter Hospital, Nuapada",Nuapada,Odisha,,1
Aharya Harihar Red Cross Blood Bank,"District Head Quarters Hospital, Grand Road ",Puri,Odisha,06752 224097,1
Christian Hospital Blood Bank,"Bissam Cuttack, Rayagada",Bissam Cuttack,Odisha,06863 247505,1
"Odisha Red Cross Blood bank, SDH, Gunupur","sub- Divisional Hospital Gunupur, SDH Campus",Gunupur,Odisha,,1
District Head Quarters Hospital Blood Bank Rayagada,"District Head Quarters Hospital, Rayagada",Rayagada,Odisha,06856 236465,1
Jesus Mary Hospital Blood Bank,"Barapali, Sambalpur",Barapali,Odisha,0663 2545606,1
"Odisha Red Cross Blood Bank, SDH, Kuchinda ","Sub Divisional Hospital Kuchinda, Sambalpur",Kuchinda,Odisha,06642 220509,1
Odisha Red Cross Blood Bank Sambalpur,"District Head Quarter Hospital, Pani Tanki Road, Modipada (Post), Sambalpur",Modipada,Odisha,0663 2400180,1
"Odisha Red Cross Blood Bank, SDH, Rairakhol","Sub Divisional Hospital Rairakhol, Sambalpur",Rairakhol,Odisha,6644253085,1
VSS Medical College and Hospital Blood Bank," VSS Medical College Hospital, Burla
Opposite to PG Hospital, VSS, MC Burla",Sambalpur,Odisha,0663 2431420,1
"Odisha Red Cross Blood Bank, Subarnapur","District Headquarters Hospital Sonepur, Hospital Road, Near fire station",Sonepur,Odisha,06654 220150,1
"Odisha Red Cross Blood Bank, Rourkela","Rourkela Government Hospital Campus, Rourkela, PO- Uditnagr, S.T.I Chowk",Rourkela,Odisha,0661 2401770,1
"Immuno-Haematology & Blood Transfusion Centre, Rourkela","ISPAT General Hospital, Steel Authority of India ltd. Rourkela Steel Plant, Sector - 19",Rourkela,Odisha,6612439919,1
